group,log_text,Data Issue,Coding Issue,Configure Issue,Design Flaw,Enviorment Issue,Boundary Condition Missed,Logic Error,Network,Security
group177,"java.lang.NullPointerException: while trying to invoke the method java.util.Map.put(java.lang.Object, java.lang.Object) of a null object loaded from local variable 'logEntry' ",1,1,0,0,0,0,0,0,0
group178,java.lang.NullPointerException: while trying to invoke the method java.lang.Long.equals(java.lang.Object) of a null object returned from com.successfactors.hris.bean.eo.EmpPayCompRecurringEO.getPayComponent() RealTime Mode Import System error encountered,1,1,0,0,0,0,0,0,0
group179,java.lang.NullPointerException: while trying to invoke the method java.util.HashMap.keySet() of a null object loaded from local variable 'itemMap'  Exception when getting career page,1,1,0,0,0,0,0,0,0
group180,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.learning.business.item.service.api.ItemSummaryVOX.getItemTypeID() of a null object loaded from local variable 'summary' Unable to download, id=138205",1,1,0,0,0,0,0,0,0
group181,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.pmcommon.api.bean.v4form.IFMSectScale.getScaleId() of a null object loaded from local variable 'scale' problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group182,java.lang.NullPointerException: while trying to invoke the method com.successfactors.pmcommon.api.bean.v4form.IFMSectScale.getScaleId() of a null object loaded from local variable 'scale' Error auto saving PM review form.,1,1,0,0,0,0,0,0,0
group183,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object loaded from local variable 'newHash' java.lang.NullPointerException (errorId=4edb0b3b-651f-438e-94e9-5c067191b07b, fingerprint=2afb59768b01b091f796db87b681f307f1a912df, timestamp=2020-10-12T02:03:29.654+0000): while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object loaded from local variable 'newHash'",1,1,0,0,0,0,0,0,0
group184,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getLocale() of a null object loaded from local variable 'params' Error calling continueProcess:,1,1,0,0,0,0,0,0,0
group185,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getLocale() of a null object loaded from local variable 'params'  threw exception,1,1,0,0,0,0,0,0,0
group186,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.model.HrisElementField.lookupColumnName() of a null object returned from com.successfactors.hris.bean.model.HrisElementModel.lookupFieldById(java.lang.String) ExceptionRootCauseTag=ed3bd9aedad3cceb74794c1f63b246ce7e8f880e,ExceptionStackTraceTag=a2520136d4a5e4b530f4fcf62f96670e839c7eaa",1,1,0,0,0,0,0,0,0
group187,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.onboarding2.bean.forms.ONB2DocumentFlow.getDocumentFlowStatus() of a null object loaded from local variable 'documentFlow' Failed to send email reminder : 66623,1,1,0,0,0,0,0,0,0
group188,java.lang.NullPointerException: while trying to load from a null object array returned from com.plateausystems.elms.client.struts.threeclickprocesses.RecordLearningEventForm.getInstructorIDs() ,1,1,0,0,0,0,0,0,0
group189,java.lang.NullPointerException: while trying to invoke the method java.sql.Timestamp.before(java.sql.Timestamp) of a null object loaded from local variable 'lastExecutionDate' ,1,1,0,0,0,0,0,0,0
group190,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.bean.JobApplication.getJobReq() of a null object loaded from local variable 'app' java.lang.NullPointerException (errorId=5ab33167-1aaf-47da-96fa-186b1078137d, fingerprint=d5927b37c9f8cadf743e205b848affae70c7e8c8, timestamp=2020-10-12T02:01:56.007+0000): while trying to invoke the method com.successfactors.rcmapplication.bean.JobApplication.getJobReq() of a null object loaded from local variable 'app'",1,1,0,0,0,0,0,0,0
group191,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.bean.JobApplication.getJobReq() of a null object loaded from local variable 'app' ExceptionRootCauseTag=d5927b37c9f8cadf743e205b848affae70c7e8c8,ExceptionStackTraceTag=4019e20fc395eff8f3d0f803bf44ab70fa41ea16",1,1,0,0,0,0,0,0,0
group192,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.onboarding2.bean.process.ONB2Process.getLocale() of a null object returned from com.successfactors.onboarding2.notifications.contentBuilders.ONB2WelcomeMsgEmailBuilder.getProcess() Failed to send email reminder : 63339,1,1,0,0,0,0,0,0,0
group193,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object loaded from local variable 'newHash' ExceptionRootCauseTag=2afb59768b01b091f796db87b681f307f1a912df,ExceptionStackTraceTag=35fe54b40fa79fcbf337f726b51e4631f27a89e7",1,1,0,0,0,0,0,0,0
group194,Caused by: java.lang.NullPointerException: while trying to invoke the method java.util.Map.get(java.lang.Object) of a null object loaded from local variable 'fields' Exception deleting plan 102718,1,1,0,0,0,0,0,0,0
group195,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.vo.HrisActionVO.setActionType(java.lang.String) of a null object loaded from field com.successfactors.hris.ui.controller.EssMssJobRelationsController.jobRelationsAction of an object loaded from local variable 'this' java.lang.NullPointerException (errorId=ed87991b-6a22-4658-aa9f-cf16071e286a, fingerprint=efd043c80e3999f1851b9a1b5f786dc430cf632e, timestamp=2020-10-12T04:01:21.105+0200): while trying to invoke the method com.successfactors.hris.bean.vo.HrisActionVO.setActionType(java.lang.String) of a null object loaded from field com.successfactors.hris.ui.controller.EssMssJobRelationsController.jobRelationsAction of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group196,java.lang.NullPointerException: while trying to get the length of a null array loaded from local variable 'selection'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group197,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.pmcommon.api.vo.IObjectiveSubDetailSupportDataVO.getSubObjectiveList() of a null object returned from com.successfactors.pmcommon.api.vo.IObjectiveVO.getSubDetails()  ExceptionRootCauseTag=32da8e07107f9c235743bb90b57b1df548b73ba3,ExceptionStackTraceTag=4c91f8cfadf736d158de3f735940cca7e357ef62",1,1,0,0,0,0,0,0,0
group198,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.template.bean.TemplateField.getType() of a null object returned from com.successfactors.rcmcandidate.bean.CandidateProfileDMBean.getField(java.lang.String)  Job Execution failed.,1,1,0,0,0,0,0,0,0
group199,"Caused by: java.lang.NullPointerException: while trying to invoke the method java.util.Map.get(java.lang.Object) of a null object loaded from field com.successfactors.db.DBPool.auditdbPools of an object loaded from local variable 'this' Unable to download, id=1513309",1,1,0,0,0,0,0,0,0
group201,Caused by: java.lang.NullPointerException: charsetName  Job Execution failed.,0,1,0,0,0,0,0,0,0
group202,java.lang.NullPointerException: charsetName 14561 MDFImportJobInMem failed due to charsetName,0,1,0,0,0,0,0,0,0
group203,java.lang.NullPointerException: while trying to invoke the method com.successfactors.i18n.service.IMessageBundle.getString(java.lang.String) of a null object loaded from field com.successfactors.hris.service.scheduledjob.adminalerts.ERPReplicationAlerts.msgs of an object loaded from local variable 'this' Error occurred:,1,1,0,0,0,0,0,0,0
group204,java.lang.NullPointerException: while trying to invoke the method com.successfactors.i18n.service.IMessageBundle.getString(java.lang.String) of a null object loaded from field com.successfactors.hris.service.scheduledjob.adminalerts.PayrollReplicationAlerts.msgs of an object loaded from local variable 'this' Error occurred:,1,1,0,0,0,0,0,0,0
group205,Caused by: java.lang.NullPointerException: while trying to invoke the method java.util.Map.get(java.lang.Object) of a null object loaded from local variable 'crunConnectionDetails' IrisSubscriber com.successfactors.messagepublisher.service.impl.seb.subscribers.IMEventCRunSubscriber threw exception Error occurred while publishing message to CRUN,1,1,0,0,0,0,0,0,0
group206,java.lang.NullPointerException: while trying to invoke the method com.successfactors.pmcommon.api.bean.v4form.IPMCompensation.getPlanBean() of a null object returned from com.successfactors.pmcommon.api.bean.v4form.IV4Form.getPMCompensation() Exception caught in massUpdateCompensationJob due to,1,1,0,0,0,0,0,0,0
group207,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.bean.JobReqBean.getTemplateId() of a null object returned from com.successfactors.rcmapplication.bean.JobApplication.getJobReq()  Job Execution failed.,1,1,0,0,0,0,0,0,0
group208,java.lang.NullPointerException: while trying to invoke the method java.util.Map.get(java.lang.Object) of a null object loaded from field com.successfactors.db.DBPool.auditdbPools of an object loaded from local variable 'this' Error in processing compensation entry audit data.,1,1,0,0,0,0,0,0,0
group209,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.dynamicgroups.ui.controller.DGListController.getInitializedGroupConfig(java.lang.String) of a null object loaded from field com.successfactors.admintool.ui.controller.multiselect.provider.impl.GroupFilterProvider.dgListController of an object loaded from local variable 'this' java.lang.NullPointerException (errorId=b0a2f36c-2f89-4094-b6fe-187d0598a466, fingerprint=f0a7198fab8587679f3c357db8bddce64542a4d0, timestamp=2020-10-12T01:59:37.474+0000): while trying to invoke the method com.successfactors.dynamicgroups.ui.controller.DGListController.getInitializedGroupConfig(java.lang.String) of a null object loaded from field com.successfactors.admintool.ui.controller.multiselect.provider.impl.GroupFilterProvider.dgListController of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group210,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.FullNameBean.getUserId() of a null object returned from com.successfactors.hris.bean.HrisReporteeEmployeeBean.getEmployeeFullName() Error while transferring the employees to their new managers.,1,1,0,0,0,0,0,0,0
group211,Caused by: java.lang.NullPointerException  Unable to initialize the statusSetId or department/location/division list,0,1,0,0,0,0,0,0,0
group212,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method java.util.Map.containsKey(java.lang.Object) of a null object loaded from field com.successfactors.youcalc.ycruntime.WidgetManager.holder of an object loaded from local variable 'this' ExceptionRootCauseTag=682bc16f58ed22a3435fa1daf759185f40581c6b,ExceptionStackTraceTag=236499a3a4c7d96b716d1ac4af1285be1f86c618",1,1,0,0,0,0,0,0,0
group213,"java.lang.NullPointerException: while trying to invoke the method java.util.Date.after(java.util.Date) of a null object loaded from local variable 'accruableStartDate'  Error happen when invoke rule function: averageJobInfoValue, root cause: while trying to invoke the method java.util.Date.after(java.util.Date) of a null object loaded from local variable 'accruableStartDate'",1,1,0,0,0,0,0,0,0
group214,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.ui.fb.FBAddQuestion2Req.getMessages() of a null object loaded from local variable 'fb' Unable to render the field [questions:questions,1,1,0,0,0,0,0,0,0
group215,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.ui.fb.FBAddQuestion2Req.getMessages() of a null object loaded from local variable 'fb'  threw exception,1,1,0,0,0,0,0,0,0
group216,"java.lang.NullPointerException: while trying to invoke the method javax.servlet.http.HttpSession.getAttribute(java.lang.String) of a null object returned from javax.servlet.http.HttpServletRequest.getSession() java.lang.NullPointerException (errorId=295d91c6-6189-4df2-a79f-e7317920b63d, fingerprint=e362cf20a037d7179abd5c3dc6a9a8e84e1d81e5, timestamp=2020-10-12T03:51:17.145+0200): while trying to invoke the method javax.servlet.http.HttpSession.getAttribute(java.lang.String) of a null object returned from javax.servlet.http.HttpServletRequest.getSession()",1,1,0,0,0,0,0,0,0
group217,java.lang.NullPointerException: while trying to invoke the method java.lang.Long.equals(java.lang.Object) of a null object returned from com.successfactors.genericobject.api.bean.GenericObject.getInternalCode()  Save failed.,1,1,0,0,0,0,0,0,0
group218,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method javax.servlet.http.HttpSession.getAttribute(java.lang.String) of a null object loaded from local variable 'session' ExceptionRootCauseTag=8d80c81f090d61b4c6398d8aba168becc29e5db6,ExceptionStackTraceTag=7ed9e546dcdbac78390cf939b6b4ddf18049e4c6",1,1,0,0,0,0,0,0,0
